Statement,Link,Date,Source,Label,category
Virginia has “lagged behind other states when it comes to (covid-19) testing.”,https://www.politifact.com/factchecks/2020/apr/22/levar-stoney/virginia-lags-coronavirus-testing-stoney-says/,"pril 22, 2020",Levar Stoney,TRUE,TRUE
"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",https://www.politifact.com/factchecks/2020/apr/22/joe-biden/biden-says-trump-agency-isnt-doing-enough-protect-/,"pril 22, 2020",Joe Biden,TRUE,TRUE
Says Department of Health Services Secretary Andrea Palm is a “career bureaucrat with no past ties to Wisconsin.”,https://www.politifact.com/factchecks/2020/apr/22/tom-tiffany/state-health-secretary-andrea-palm-not-wisconsin-s/,"pril 22, 2020",Tom Tiffany,mostly-true,TRUE
Stay-at-home orders “actually are the law of these states.”,https://www.politifact.com/factchecks/2020/apr/21/jay-inslee/are-stay-home-orders-laws-jay-inslee-said/,"pril 21, 2020",Jay Inslee,mostly-true,TRUE
"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/still-going-work-pennsylvania-chances-are-youre-lo/,"pril 21, 2020",Facebook posts,TRUE,TRUE
"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”",https://www.politifact.com/factchecks/2020/apr/20/andrew-cuomo/cuomo-accurately-says-other-countries-reopened-saw/,"pril 20, 2020",Andrew Cuomo,TRUE,TRUE
"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”",https://www.politifact.com/factchecks/2020/apr/17/gretchen-whitmer/what-1918-flu-pandemic-shows-us-about-social-dista/,"pril 17, 2020",Gretchen Whitmer,mostly-true,TRUE
“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/yes-africans-are-being-evicted-china-amid-fear-sec/,"pril 16, 2020",Facebook posts,TRUE,TRUE
"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",https://www.politifact.com/factchecks/2020/apr/16/barack-obama/obama-gops-stance-preexisting-conditions-base-espe/,"pril 16, 2020",Barack Obama,TRUE,TRUE
"Says 3.5 million U.S. citizens lost their employer-tied health insurance in March, while zero lost their coverage in 20 other large nations combined.",https://www.politifact.com/factchecks/2020/apr/16/public-citizen/yes-millions-us-have-lost-job-related-health-insur/,"pril 16, 2020",Public Citizen,mostly-true,TRUE
Images show COVID-19 victims being buried in mass graves in New York City.,https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/fact-checking-posts-about-mass-graves-nyc/,"pril 15, 2020",Facebook posts,mostly-true,TRUE
"Before COVID-19, “Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.”",https://www.politifact.com/factchecks/2020/apr/14/jack-whitver/iowa-had-strong-job-market-when-it-came-having-job/,"pril 14, 2020",Jack Whitver,TRUE,TRUE
"“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package.""",https://www.politifact.com/factchecks/2020/apr/13/bernie-sanders/sanders-coronavirus-relief-effort-congress-fell-sh/,"pril 13, 2020",Bernie Sanders,mostly-true,TRUE
"Says a California surfer was “alone, in the ocean,” when he was arrested for violating the state’s stay-at-home order.",https://www.politifact.com/factchecks/2020/apr/09/viral-image/la-county-sheriffs-deputies-arrested-paddle-boarde/,9-Apr-20,Viral image,mostly-true,TRUE
"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",https://www.politifact.com/factchecks/2020/apr/08/john-bel-edwards/louisiana-governor-right-there-was-no-suggestion-m/,8-Apr-20,John Bel Edwards,TRUE,TRUE
Photo shows a crowded New York City subway train during stay-at-home order.,https://www.politifact.com/factchecks/2020/apr/07/viral-image/image-overcrowded-nyc-subway-car-real/,7-Apr-20,Viral image,TRUE,TRUE
"Says for the coronavirus, “the death rate in Texas, per capita of 29 million people, we're one of the lowest in the country.""",https://www.politifact.com/factchecks/2020/apr/03/dan-patrick/now-texas-among-states-lowest-coronavirus-death-ra/,3-Apr-20,Dan Patrick,mostly-true,TRUE
"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",https://www.politifact.com/factchecks/2020/apr/02/facebook-posts/yes-us-shipped-donated-personal-protective-equipme/,2-Apr-20,Facebook posts,TRUE,TRUE
“My mask will keep someone else safe and their mask will keep me safe.”,https://www.politifact.com/factchecks/2020/apr/01/pat-toomey/will-homemade-masks-stop-coronavirus-spreading-fac/,1-Apr-20,Pat Toomey,TRUE,TRUE
"Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020",https://www.politifact.com/factchecks/2020/mar/31/facebook-posts/wisconsin-coronavirus-cases-peak-april-26-may-22/,"arch 31, 2020",Facebook posts,mostly-true,TRUE
Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/some-fast-food-chains-turn-away-truckers-drive-thr/,"arch 26, 2020",Facebook posts,mostly-true,TRUE
“Bill Gates told us about the coronavirus in 2015.”,https://www.politifact.com/factchecks/2020/mar/25/facebook-posts/bill-gates-warned-2015-we-were-unprepared-infectio/,"arch 25, 2020",Facebook posts,mostly-true,TRUE
Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,https://www.politifact.com/factchecks/2020/mar/24/donald-trump/trump-campaign-ad-mostly-right-provisions-pelosis-/,"arch 24, 2020",Donald Trump,mostly-true,TRUE
Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,https://www.politifact.com/factchecks/2020/mar/24/jb-pritzker/did-pritzker-lack-authority-postpone-illinois-prim/,"arch 24, 2020",JB Pritzker,mostly-true,TRUE
Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,https://www.politifact.com/factchecks/2020/mar/23/dan-crenshaw/did-fda-regulations-slow-testing-coronavirus/,"arch 23, 2020",Dan Crenshaw,TRUE,TRUE
“Wisconsin is the only state where all Republicans voted against protecting its citizens.”,https://www.politifact.com/factchecks/2020/mar/20/facebook-posts/yes-wisconsin-only-state-where-all-republicans-opp/,"arch 20, 2020",Facebook posts,mostly-true,TRUE
“No city in the state can quarantine itself without state approval.”,https://www.politifact.com/factchecks/2020/mar/20/andrew-cuomo/cuomo-correctly-says-no-quarantine-without-state-a/,"arch 20, 2020",Andrew Cuomo,TRUE,TRUE
"2019 coronavirus can live for ""up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",https://www.politifact.com/factchecks/2020/mar/20/facebook-posts/covid-19-could-live-3-days-depending-surface/,"arch 20, 2020",Facebook posts,mostly-true,TRUE
"Says 93,000 blacks didn’t vote in Milwaukee (in 2016)",https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/Milwaukee-black-voter-turnout-2016-Trump-Clinton/,"arch 19, 2020",Facebook posts,mostly-true,TRUE
"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",https://www.politifact.com/factchecks/2020/mar/18/kelly-alexander/most-nc-legislators-high-risk-age-group-coronaviru/,"arch 18, 2020",Kelly Alexander,TRUE,TRUE
Says Spectrum will provide free internet to students during coronavirus school closures.,https://www.politifact.com/factchecks/2020/mar/17/viral-image/internet-provider-offer-free-internet-amid-coronav/,"arch 17, 2020",Viral image,TRUE,TRUE
"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”",https://www.politifact.com/factchecks/2020/mar/13/michael-dougherty/how-utah-jazz-got-58-coronavirus-tests-when-us-tes/,"arch 13, 2020",Michael Dougherty,TRUE,TRUE
"Says 80% of novel coronavirus cases are ""mild.""",https://www.politifact.com/factchecks/2020/mar/13/viral-image/are-80-percent-coronavirus-cases-mild/,"arch 13, 2020",Viral image,mostly-true,TRUE
"“During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.”",https://www.politifact.com/factchecks/2020/mar/13/donald-trump/fact-checking-trump-campaign-claim-bidens-2009-swi/,"arch 13, 2020",Donald Trump,mostly-true,TRUE
“Car thefts (are) increasing in 8 of the 10 most populous (Wisconsin) counties.”,https://www.politifact.com/factchecks/2020/mar/12/chris-kapanga/yes-auto-theft-most-large-wisconsin-counties-thoug/,"arch 12, 2020",Chris Kapenga,mostly-true,TRUE
"Says Joe Biden “attacked voters this primary,” saying “damn liar,” “full of s---” and “dog-faced pony soldier.”",https://www.politifact.com/factchecks/2020/mar/12/facebook-posts/yes-biden-did-call-voters-damn-liar-lying-dog-face/,"arch 12, 2020",Facebook posts,mostly-true,TRUE
“Whole of Italy goes into quarantine.”,https://www.politifact.com/factchecks/2020/mar/12/blog-posting/italy-people-must-stay-home-except-work-or-emergen/,"arch 11, 2020",Bloggers,TRUE,TRUE
“The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.”,https://www.politifact.com/factchecks/2020/mar/11/roger-roth/wisconsin-state-senator-hits-mark-tax-burden-50-ye/,"arch 11, 2020",Roger Roth,TRUE,TRUE
"“Trade agreements like NAFTA and permanent normal trade relations with China, which forced American workers to compete against people making pennies an hour, has resulted in the loss of 160,000 jobs here in Michigan.""",https://www.politifact.com/factchecks/2020/mar/10/bernie-sanders/sanders-correct-nafta-china-trade-cost-thousands-j/,"arch 10, 2020",Bernie Sanders,mostly-true,TRUE
"“In Boone County (Missouri) with a 1.7% unemployment rate, we can’t find enough people, we can’t fill all the job openings.”",https://www.politifact.com/factchecks/2020/mar/10/cheri-toalson-reisch/reisch-says-low-unemployment-rate-isnt-always-good/,"arch 10, 2020",Cheri Toalson Reisch,mostly-true,TRUE
Says Bernie Sanders “voted against the Brady Bill five times for background checks on people.”,https://www.politifact.com/factchecks/2020/mar/09/joe-biden/did-bernie-sanders-vote-against-brady-bill-five-ti/,9-Mar-20,Joe Biden,mostly-true,TRUE
"“You’ve raised a lot more money than I have, Bernie.”",https://www.politifact.com/factchecks/2020/mar/05/joe-biden/biden-says-sanders-has-raised-lot-more-money-hes-r/,5-Mar-20,Joe Biden,TRUE,TRUE
"""Prescription drug companies are charging Americans prices that are on average 4x higher than what's charged in other countries.""",https://www.politifact.com/factchecks/2020/mar/05/gwen-moore/wisconsin-us-rep-moore-target-prescription-drug-co/,5-Mar-20,Gwen Moore,mostly-true,TRUE
"The United States is “actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing.""",https://www.politifact.com/factchecks/2020/mar/04/lou-dobbs/lou-dobbs-says-united-states-screening-fewer-peopl/,4-Mar-20,Lou Dobbs,mostly-true,TRUE
“Mike Bloomberg owns more wealth than the bottom 125 million Americans.”,https://www.politifact.com/factchecks/2020/mar/02/bernie-sanders/does-mike-bloomberg-own-more-wealth-bottom-125-mil/,2-Mar-20,Bernie Sanders,mostly-true,TRUE
"Says Sen. Thom Tillis voted to ""take away"" coverage for people with pre-existing conditions.",https://www.politifact.com/factchecks/2020/mar/02/cal-cunningham/cunningham-says-tills-voted-take-away-coverage-pre/,2-Mar-20,Cal Cunningham,mostly-true,TRUE
"During his tenure as mayor of New York City, “street homelessness decreased by 28 percent.”",https://www.politifact.com/factchecks/2020/mar/01/michael-bloomberg/bloombergs-claim-reducing-street-homelessness-corr/,1-Mar-20,Michael Bloomberg,TRUE,TRUE
“Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”,https://www.politifact.com/factchecks/2020/feb/28/charlie-kirk/checking-tweet-about-chinese-people-detained-flu-s/,"uary 28, 2020",Charlie Kirk,mostly-true,TRUE
